touch_id,lead_id,campaign_id,touch_date,response,treatment_group
P41958,L14356,CMP001,2015-11-15,Replied,Treatment
P41959,L14357,CMP001,2015-11-03,No Action,Control
P41960,L14358,CMP001,2015-11-09,Clicked,Treatment
P41961,L14363,CMP001,2015-11-12,Clicked,Control
P41962,L14369,CMP001,2015-11-04,No Action,Treatment
P41963,L14371,CMP001,2015-11-06,No Action,Treatment
P41964,L14377,CMP001,2015-11-26,No Action,Control
P41965,L14378,CMP001,2015-11-23,Opened,Control
P41966,L14380,CMP001,2015-11-07,Opened,Treatment
P41967,L14385,CMP001,2015-11-26,No Action,Control
P41968,L14386,CMP001,2015-11-16,Replied,Treatment
P41969,L14387,CMP001,2015-11-13,No Action,Control
P41970,L14390,CMP001,2015-11-19,Replied,Treatment
P41971,L14393,CMP001,2015-11-26,Clicked,Control
P41972,L14394,CMP001,2015-11-20,Clicked,Treatment
P41973,L14397,CMP001,2015-11-17,Opened,Control
P41974,L14398,CMP001,2015-12-02,Opened,Control
P41975,L14402,CMP001,2015-11-22,Opened,Treatment
P41976,L14403,CMP001,2015-11-20,Opened,Control
P41977,L14405,CMP001,2015-11-24,No Action,Control
P41978,L14410,CMP001,2015-12-09,Clicked,Treatment
P41979,L14412,CMP001,2015-11-23,No Action,Treatment
P41980,L14413,CMP001,2015-11-19,Clicked,Treatment
P41981,L14414,CMP001,2015-11-19,Opened,Control
P41982,L14415,CMP001,2015-11-25,No Action,Treatment
P41983,L14419,CMP001,2015-11-22,Unsubscribed,Control
P41984,L14420,CMP001,2015-12-05,No Action,Treatment
P41985,L14421,CMP001,2015-12-11,Replied,Treatment
P41986,L14429,CMP001,2015-12-15,No Action,Control
P41987,L14430,CMP001,2015-11-25,No Action,Control
P41988,L14433,CMP001,2015-12-10,Replied,Control
P41989,L14436,CMP001,2015-12-07,No Action,Control
P41990,L14440,CMP001,2015-12-23,Opened,Treatment
P41991,L14441,CMP001,2015-12-22,No Action,Control
P41992,L14443,CMP001,2015-12-12,Opened,Control
P41993,L14445,CMP001,2015-12-20,No Action,Treatment
P41994,L14446,CMP001,2015-12-05,No Action,Treatment
P41995,L14447,CMP001,2015-12-23,No Action,Control
P41996,L14454,CMP001,2015-12-07,Opened,Treatment
P41997,L14455,CMP001,2015-12-27,No Action,Treatment
P41998,L14458,CMP001,2015-12-12,No Action,Control
P41999,L14465,CMP001,2015-12-30,Opened,Treatment
P42000,L14468,CMP001,2015-12-09,No Action,Control
P42001,L14469,CMP001,2015-12-10,Replied,Control
P42002,L14470,CMP001,2015-12-29,No Action,Control
P42003,L14472,CMP001,2015-12-16,Opened,Treatment
P42004,L14473,CMP001,2015-12-23,No Action,Control
P42005,L14476,CMP001,2015-12-16,Opened,Control
P42006,L14477,CMP001,2015-12-17,Clicked,Treatment
P42007,L14478,CMP001,2015-12-19,No Action,Control
P42008,L14479,CMP001,2016-01-04,Opened,Treatment
P42009,L14481,CMP001,2016-01-03,No Action,Control
P42010,L14482,CMP001,2015-12-18,No Action,Treatment
P42011,L14483,CMP001,2016-01-01,Unsubscribed,Control
P42012,L14484,CMP001,2015-12-15,Replied,Treatment
P42013,L14489,CMP001,2016-01-06,No Action,Control
P42014,L14490,CMP001,2015-12-31,No Action,Control
P42015,L14491,CMP001,2016-01-09,Replied,Treatment
P42016,L14492,CMP001,2015-12-31,No Action,Control
P42017,L14493,CMP001,2015-12-26,Opened,Control
P42018,L14494,CMP001,2016-01-04,Opened,Treatment
P42019,L14495,CMP001,2016-01-05,Unsubscribed,Treatment
P42020,L14498,CMP001,2016-01-09,No Action,Control
P42021,L14499,CMP001,2015-12-26,Replied,Treatment
P42022,L14500,CMP001,2015-12-31,Unsubscribed,Treatment
P42023,L14502,CMP001,2016-01-13,No Action,Control
P42024,L14503,CMP001,2016-01-08,No Action,Treatment
P42025,L14504,CMP001,2016-01-01,No Action,Control
P42026,L14508,CMP001,2015-12-28,No Action,Control
P42027,L14510,CMP001,2016-01-03,No Action,Control
P42028,L14511,CMP001,2016-01-17,Opened,Treatment
P42029,L14512,CMP001,2016-01-11,Replied,Treatment
P42030,L14516,CMP001,2015-12-31,No Action,Control
P42031,L14519,CMP001,2016-01-06,Replied,Treatment
P42032,L14521,CMP001,2016-01-18,Clicked,Treatment
P42033,L14526,CMP001,2016-01-04,Clicked,Treatment
P42034,L14532,CMP001,2016-01-08,Opened,Treatment
P42035,L14535,CMP001,2016-01-23,Unsubscribed,Control
P42036,L14538,CMP001,2016-01-15,No Action,Control
P42037,L14540,CMP001,2016-01-24,Replied,Treatment
P42038,L14541,CMP001,2016-01-04,Replied,Treatment
P42039,L14544,CMP001,2016-01-29,Opened,Treatment
P42040,L14545,CMP001,2016-01-17,Clicked,Treatment
P42041,L14549,CMP001,2016-01-17,No Action,Control
P42042,L14551,CMP001,2016-01-20,Clicked,Control
P42043,L14552,CMP001,2016-01-24,No Action,Control
P42044,L14554,CMP001,2016-01-23,Opened,Control
P42045,L14556,CMP001,2016-01-25,No Action,Control
P42046,L14558,CMP001,2016-01-18,Clicked,Treatment
P42047,L14559,CMP001,2016-01-30,No Action,Treatment
P42048,L14560,CMP001,2016-01-14,Replied,Treatment
P42049,L14561,CMP001,2016-01-09,Clicked,Treatment
P42050,L14562,CMP001,2016-02-02,Replied,Treatment
P42051,L14565,CMP001,2016-01-16,Unsubscribed,Control
P42052,L14568,CMP001,2016-01-16,Opened,Treatment
P42053,L14569,CMP001,2016-01-14,Opened,Control
P42054,L14570,CMP001,2016-01-10,No Action,Control
P42055,L14578,CMP001,2016-01-12,Clicked,Treatment
P42056,L14579,CMP001,2016-01-23,Opened,Control
P42057,L14580,CMP001,2016-02-02,Opened,Treatment
P42058,L14584,CMP001,2016-01-14,Opened,Control
P42059,L14586,CMP001,2016-02-04,No Action,Control
P42060,L14589,CMP001,2016-01-25,Opened,Treatment
P42061,L14590,CMP001,2016-01-14,Clicked,Treatment
P42062,L14592,CMP001,2016-02-03,Unsubscribed,Control
P42063,L14594,CMP001,2016-01-31,No Action,Control
P42064,L14596,CMP001,2016-02-03,No Action,Control
P42065,L14598,CMP001,2016-01-26,No Action,Control
P42066,L14599,CMP001,2016-02-08,No Action,Control
P42067,L14600,CMP001,2016-01-23,No Action,Control
P42068,L14601,CMP001,2016-02-07,Opened,Control
P42069,L14603,CMP001,2016-01-19,No Action,Treatment
P42070,L14605,CMP001,2016-01-31,No Action,Control
P42071,L14609,CMP001,2016-01-30,Opened,Treatment
P42072,L14613,CMP001,2016-02-01,No Action,Treatment
P42073,L14614,CMP001,2016-01-23,No Action,Control
P42074,L14617,CMP001,2016-01-24,Opened,Treatment
P42075,L14622,CMP001,2016-01-26,Clicked,Treatment
P42076,L14623,CMP001,2016-02-12,Opened,Control
P42077,L14624,CMP001,2016-02-12,Clicked,Treatment
P42078,L14627,CMP001,2016-01-24,Clicked,Control
P42079,L14628,CMP001,2016-02-10,Opened,Treatment
P42080,L14631,CMP001,2016-01-30,Clicked,Control
P42081,L14632,CMP001,2016-02-06,Unsubscribed,Treatment
P42082,L14633,CMP001,2016-01-30,Opened,Treatment
P42083,L14634,CMP001,2016-01-23,Opened,Treatment
P42084,L14640,CMP001,2016-01-26,No Action,Control
P42085,L14641,CMP001,2016-02-17,Replied,Treatment
P42086,L14642,CMP001,2016-02-02,Opened,Treatment
P42087,L14643,CMP001,2016-02-02,Replied,Control
P42088,L14645,CMP001,2016-02-01,Opened,Control
P42089,L14651,CMP001,2016-01-29,Opened,Treatment
P42090,L14653,CMP001,2016-02-06,Unsubscribed,Control
P42091,L14655,CMP001,2016-02-16,No Action,Control
P42092,L14658,CMP001,2016-02-13,Opened,Control
P42093,L14662,CMP001,2016-02-15,Clicked,Control
P42094,L14663,CMP001,2016-01-29,No Action,Control
P42095,L14664,CMP001,2016-02-09,No Action,Control
P42096,L14665,CMP001,2016-02-10,No Action,Control
P42097,L14666,CMP001,2016-02-05,Clicked,Treatment
P42098,L14667,CMP001,2016-02-03,Replied,Treatment
P42099,L14670,CMP001,2016-02-13,No Action,Treatment
P42100,L14674,CMP001,2016-02-21,Opened,Treatment
P42101,L14676,CMP001,2016-02-09,Opened,Treatment
P42102,L14677,CMP001,2016-02-01,No Action,Control
P42103,L14678,CMP001,2016-02-12,Opened,Treatment
P42104,L14679,CMP001,2016-02-10,Clicked,Control
P42105,L14680,CMP001,2016-02-09,No Action,Control
P42106,L14681,CMP001,2016-02-12,Unsubscribed,Treatment
P42107,L14682,CMP001,2016-02-16,Opened,Control
P42108,L14683,CMP001,2016-02-15,Clicked,Treatment
P42109,L14684,CMP001,2016-02-05,No Action,Control
P42110,L14685,CMP001,2016-02-01,No Action,Treatment
P42111,L14689,CMP001,2016-02-03,No Action,Control
P42112,L14695,CMP001,2016-02-15,No Action,Control
P42113,L14696,CMP001,2016-02-28,Replied,Treatment
P42114,L14697,CMP001,2016-02-10,Unsubscribed,Treatment
P42115,L14699,CMP001,2016-02-16,Clicked,Treatment
P42116,L14701,CMP001,2016-02-24,No Action,Control
P42117,L14703,CMP001,2016-02-08,No Action,Control
P42118,L14704,CMP001,2016-02-25,No Action,Control
P42119,L14706,CMP001,2016-02-21,Opened,Control
P42120,L14707,CMP001,2016-02-13,Replied,Control
P42121,L14710,CMP001,2016-02-10,No Action,Control
P42122,L14711,CMP001,2016-02-19,Replied,Control
P42123,L14713,CMP001,2016-03-02,No Action,Treatment
P42124,L14714,CMP001,2016-02-29,No Action,Control
P42125,L14717,CMP001,2016-02-26,Opened,Treatment
P42126,L14718,CMP001,2016-02-23,Opened,Treatment
P42127,L14720,CMP001,2016-02-16,No Action,Control
P42128,L14721,CMP001,2016-02-08,Clicked,Treatment
P42129,L14724,CMP001,2016-02-26,No Action,Control
P42130,L14727,CMP001,2016-02-21,Clicked,Treatment
P42131,L14728,CMP001,2016-02-14,No Action,Control
P42132,L14729,CMP001,2016-02-12,Clicked,Treatment
P42133,L14730,CMP001,2016-02-20,Clicked,Treatment
P42134,L14733,CMP001,2016-02-11,Opened,Treatment
P42135,L14734,CMP001,2016-02-12,Opened,Treatment
P42136,L14735,CMP001,2016-02-26,Clicked,Treatment
P42137,L14737,CMP001,2016-02-10,Opened,Treatment
P42138,L14740,CMP001,2016-02-20,No Action,Treatment
P42139,L14741,CMP001,2016-02-18,No Action,Control
P42140,L14744,CMP001,2016-02-23,Opened,Control
P42141,L14746,CMP001,2016-02-22,Opened,Treatment
P42142,L14747,CMP001,2016-02-27,Opened,Control
P42143,L14750,CMP001,2016-02-22,Replied,Treatment
P42144,L14751,CMP001,2016-02-26,Opened,Treatment
P42145,L14752,CMP001,2016-03-08,Replied,Treatment
P42146,L14756,CMP001,2016-02-20,Opened,Control
P42147,L14757,CMP001,2016-03-09,Opened,Control
P42148,L14760,CMP001,2016-02-20,Opened,Treatment
P42149,L14761,CMP001,2016-02-14,Opened,Control
P42150,L14762,CMP001,2016-03-03,Clicked,Treatment
P42151,L14764,CMP001,2016-02-19,Clicked,Control
P42152,L14767,CMP001,2016-02-17,Clicked,Treatment
P42153,L14768,CMP001,2016-02-23,Clicked,Control
P42154,L14769,CMP001,2016-03-04,Opened,Treatment
P42155,L14771,CMP001,2016-03-11,Clicked,Treatment
P42156,L14773,CMP001,2016-02-24,Clicked,Treatment
P42157,L14778,CMP001,2016-02-18,No Action,Control
P42158,L14780,CMP001,2016-03-03,Opened,Treatment
P42159,L14781,CMP001,2016-02-23,Opened,Treatment
P42160,L14782,CMP001,2016-02-26,No Action,Control
P42161,L14783,CMP001,2016-03-09,Unsubscribed,Treatment
P42162,L14786,CMP001,2016-02-29,No Action,Control
P42163,L14787,CMP001,2016-03-07,Clicked,Treatment
P42164,L14789,CMP001,2016-03-08,No Action,Control
P42165,L14792,CMP001,2016-02-23,Opened,Control
P42166,L14793,CMP001,2016-03-06,No Action,Control
P42167,L14797,CMP001,2016-03-10,No Action,Control
P42168,L14800,CMP001,2016-03-16,No Action,Control
P42169,L14803,CMP001,2016-03-03,No Action,Control
P42170,L14804,CMP001,2016-02-24,Opened,Treatment
P42171,L14805,CMP001,2016-02-28,Clicked,Treatment
P42172,L14806,CMP001,2016-02-28,Clicked,Treatment
P42173,L14809,CMP001,2016-03-10,Clicked,Control
P42174,L14810,CMP001,2016-02-26,No Action,Treatment
P42175,L14811,CMP001,2016-03-02,No Action,Control
P42176,L14813,CMP001,2016-03-02,Opened,Treatment
P42177,L14814,CMP001,2016-03-06,Opened,Control
P42178,L14815,CMP001,2016-02-27,No Action,Control
P42179,L14816,CMP001,2016-02-28,No Action,Control
P42180,L14825,CMP001,2016-03-04,No Action,Control
P42181,L14829,CMP001,2016-02-29,No Action,Control
P42182,L14831,CMP001,2016-03-11,Opened,Treatment
P42183,L14832,CMP001,2016-03-04,Clicked,Control
P42184,L14833,CMP001,2016-03-13,Clicked,Control
P42185,L14836,CMP001,2016-03-21,Clicked,Treatment
P42186,L14837,CMP001,2016-02-29,Clicked,Treatment
P42187,L14841,CMP001,2016-03-01,Clicked,Control
P42188,L14843,CMP001,2016-03-18,Clicked,Control
P42189,L14844,CMP001,2016-03-12,Replied,Treatment
P42190,L14848,CMP001,2016-03-07,No Action,Control
P42191,L14850,CMP001,2016-03-24,Clicked,Treatment
P42192,L14852,CMP001,2016-03-21,Replied,Treatment
P42193,L14853,CMP001,2016-03-07,No Action,Control
P42194,L14854,CMP001,2016-03-08,No Action,Control
P42195,L14855,CMP001,2016-03-20,Opened,Treatment
P42196,L14859,CMP001,2016-03-09,Clicked,Treatment
P42197,L14862,CMP001,2016-03-17,Unsubscribed,Control
P42198,L14865,CMP001,2016-03-29,Opened,Treatment
P42199,L14866,CMP001,2016-03-10,Unsubscribed,Control
P42200,L14869,CMP001,2016-03-13,Opened,Treatment
P42201,L14870,CMP001,2016-03-10,No Action,Control
P42202,L14872,CMP001,2016-03-31,Opened,Treatment
P42203,L14874,CMP001,2016-03-20,Opened,Treatment
P42204,L14877,CMP001,2016-03-13,Opened,Control
P42205,L14878,CMP001,2016-04-02,No Action,Treatment
P42206,L14879,CMP001,2016-03-18,Opened,Treatment
P42207,L14880,CMP001,2016-03-21,Replied,Treatment
P42208,L14881,CMP001,2016-03-19,No Action,Treatment
P42209,L14883,CMP001,2016-03-28,Opened,Control
P42210,L14884,CMP001,2016-04-01,Clicked,Treatment
P42211,L14886,CMP001,2016-03-12,No Action,Control
P42212,L14887,CMP001,2016-03-28,No Action,Control
P42213,L14889,CMP001,2016-03-18,Clicked,Treatment
P42214,L14893,CMP001,2016-03-18,No Action,Control
P42215,L14894,CMP001,2016-03-20,Opened,Treatment
P42216,L14896,CMP001,2016-04-04,No Action,Control
P42217,L14898,CMP001,2016-03-25,No Action,Control
P42218,L14905,CMP001,2016-03-23,Opened,Control
P42219,L14906,CMP001,2016-03-22,Opened,Control
P42220,L14907,CMP001,2016-03-19,No Action,Control
P42221,L14908,CMP001,2016-04-07,No Action,Treatment
P42222,L14910,CMP001,2016-03-27,No Action,Treatment
P42223,L14913,CMP001,2016-03-31,No Action,Control
P42224,L14916,CMP001,2016-04-09,No Action,Control
P42225,L14919,CMP001,2016-03-31,Unsubscribed,Control
P42226,L14920,CMP001,2016-03-28,Opened,Control
P42227,L14921,CMP001,2016-03-22,No Action,Control
P42228,L14922,CMP001,2016-04-08,Clicked,Treatment
P42229,L14925,CMP001,2016-04-02,No Action,Control
P42230,L14928,CMP001,2016-04-06,Opened,Treatment
P42231,L14930,CMP001,2016-03-27,No Action,Treatment
P42232,L14931,CMP001,2016-04-01,No Action,Control
P42233,L14933,CMP001,2016-04-01,Opened,Control
P42234,L14936,CMP001,2016-03-25,No Action,Control
P42235,L14937,CMP001,2016-03-24,Opened,Treatment
P42236,L14939,CMP001,2016-04-13,Clicked,Treatment
P42237,L14940,CMP001,2016-04-09,Opened,Treatment
P42238,L14941,CMP001,2016-03-24,Unsubscribed,Treatment
P42239,L14942,CMP001,2016-03-22,No Action,Control
P42240,L14943,CMP001,2016-03-30,Replied,Control
P42241,L14944,CMP001,2016-04-09,Opened,Control
P42242,L14946,CMP001,2016-04-03,Clicked,Treatment
P42243,L14954,CMP001,2016-04-14,Opened,Treatment
P42244,L14955,CMP001,2016-04-11,No Action,Control
P42245,L14957,CMP001,2016-04-16,Opened,Treatment
P42246,L14960,CMP001,2016-04-05,No Action,Control
P42247,L14962,CMP001,2016-04-11,Replied,Treatment
P42248,L14963,CMP001,2016-04-06,Opened,Treatment
P42249,L14964,CMP001,2016-03-27,Opened,Treatment
P42250,L14965,CMP001,2016-04-02,No Action,Control
P42251,L14968,CMP001,2016-04-10,No Action,Control
P42252,L14970,CMP001,2016-04-10,Opened,Control
P42253,L14975,CMP001,2016-03-27,Opened,Control
P42254,L14976,CMP001,2016-04-13,Unsubscribed,Treatment
P42255,L14980,CMP001,2016-04-02,Opened,Treatment
P42256,L14982,CMP001,2016-03-28,No Action,Control
P42257,L14984,CMP001,2016-04-15,Clicked,Control
P42258,L14985,CMP001,2016-03-28,No Action,Treatment
P42259,L14986,CMP001,2016-04-06,Replied,Control
P42260,L14993,CMP001,2016-04-18,No Action,Control
P42261,L14995,CMP001,2016-04-22,No Action,Control
P42262,L14996,CMP001,2016-04-13,Clicked,Treatment
P42263,L14999,CMP001,2016-04-01,Clicked,Treatment
P42264,L15001,CMP001,2016-04-22,Clicked,Control
P42265,L15002,CMP001,2016-04-03,Replied,Treatment
P42266,L15003,CMP001,2016-04-13,Opened,Control
P42267,L15004,CMP001,2016-04-01,Replied,Treatment
P42268,L15012,CMP001,2016-04-10,Opened,Treatment
P42269,L15017,CMP001,2016-04-28,No Action,Control
P42270,L15018,CMP001,2016-04-13,Opened,Treatment
P42271,L15023,CMP001,2016-04-16,Opened,Treatment
P42272,L15025,CMP001,2016-04-06,No Action,Treatment
P42273,L15026,CMP001,2016-04-08,No Action,Control
P42274,L15028,CMP001,2016-04-12,Unsubscribed,Control
P42275,L15031,CMP001,2016-04-21,No Action,Control
P42276,L15038,CMP001,2016-04-08,No Action,Control
P42277,L15041,CMP001,2016-04-08,No Action,Control
P42278,L15042,CMP001,2016-04-25,Clicked,Treatment
P42279,L15045,CMP001,2016-04-11,Clicked,Treatment
P42280,L15047,CMP001,2016-04-25,Clicked,Treatment
P42281,L15048,CMP001,2016-04-19,No Action,Control
P42282,L15049,CMP001,2016-04-26,No Action,Control
P42283,L15052,CMP001,2016-04-23,Replied,Treatment
P42284,L15053,CMP001,2016-05-03,Replied,Control
P42285,L15057,CMP001,2016-04-12,No Action,Treatment
P42286,L15060,CMP001,2016-05-03,No Action,Treatment
P42287,L15062,CMP001,2016-05-03,Replied,Treatment
P42288,L15064,CMP001,2016-04-30,No Action,Control
P42289,L15066,CMP001,2016-04-13,No Action,Control
P42290,L15068,CMP001,2016-04-26,No Action,Control
P42291,L15070,CMP001,2016-04-29,Opened,Control
P42292,L15072,CMP001,2016-04-29,Opened,Control
P42293,L15074,CMP001,2016-04-27,Clicked,Control
P42294,L15079,CMP001,2016-04-20,Opened,Control
P42295,L15082,CMP001,2016-04-29,No Action,Treatment
P42296,L15085,CMP001,2016-05-08,Opened,Treatment
P42297,L15086,CMP001,2016-05-06,Opened,Treatment
P42298,L15089,CMP001,2016-05-07,Opened,Treatment
P42299,L15090,CMP001,2016-04-23,Opened,Treatment
P42300,L15092,CMP001,2016-04-23,No Action,Control
P42301,L15098,CMP001,2016-04-27,Replied,Control
P42302,L15101,CMP001,2016-05-04,Opened,Treatment
P42303,L15104,CMP001,2016-05-06,Replied,Control
P42304,L15106,CMP001,2016-04-21,Opened,Treatment
P42305,L15107,CMP001,2016-05-05,Opened,Control
P42306,L15110,CMP001,2016-04-22,No Action,Control
P42307,L15111,CMP001,2016-05-10,No Action,Treatment
P42308,L15114,CMP001,2016-04-24,No Action,Control
P42309,L15116,CMP001,2016-05-09,Opened,Treatment
P42310,L15117,CMP001,2016-05-06,No Action,Control
P42311,L15125,CMP001,2016-04-24,No Action,Control
P42312,L15126,CMP001,2016-04-26,Opened,Treatment
P42313,L15127,CMP001,2016-05-05,Opened,Treatment
P42314,L15129,CMP001,2016-05-02,Clicked,Treatment
P42315,L15132,CMP001,2016-04-24,Replied,Treatment
P42316,L15134,CMP001,2016-04-27,Opened,Control
P42317,L15139,CMP001,2016-05-15,Clicked,Treatment
P42318,L15141,CMP001,2016-05-16,No Action,Control
P42319,L15142,CMP001,2016-05-10,Replied,Control
P42320,L15144,CMP001,2016-05-04,Opened,Treatment
P42321,L15145,CMP001,2016-05-05,Opened,Treatment
P42322,L15149,CMP001,2016-05-14,No Action,Treatment
P42323,L15150,CMP001,2016-05-01,Clicked,Treatment
P42324,L15151,CMP001,2016-04-30,No Action,Control
P42325,L15152,CMP001,2016-05-11,No Action,Control
P42326,L15153,CMP001,2016-04-29,Opened,Control
P42327,L15155,CMP001,2016-05-18,No Action,Control
P42328,L15157,CMP001,2016-05-11,Opened,Control
P42329,L15159,CMP001,2016-05-24,Clicked,Control
P42330,L15161,CMP001,2016-05-13,Clicked,Control
P42331,L15168,CMP001,2016-05-13,Opened,Control
P42332,L15173,CMP001,2016-05-27,Opened,Treatment
P42333,L15174,CMP001,2016-05-09,Clicked,Treatment
P42334,L15176,CMP001,2016-05-07,Opened,Treatment
P42335,L15177,CMP001,2016-05-12,No Action,Control
P42336,L15179,CMP001,2016-05-03,No Action,Control
P42337,L15182,CMP001,2016-05-26,Clicked,Treatment
P42338,L15186,CMP001,2016-05-14,Clicked,Treatment
P42339,L15187,CMP001,2016-05-30,Opened,Treatment
P42340,L15189,CMP001,2016-05-12,Unsubscribed,Control
P42341,L15190,CMP001,2016-05-23,Replied,Treatment
P42342,L15192,CMP001,2016-05-16,Opened,Treatment
P42343,L15193,CMP001,2016-05-08,Opened,Treatment
P42344,L15195,CMP001,2016-05-19,Replied,Treatment
P42345,L15198,CMP001,2016-05-18,No Action,Treatment
P42346,L15199,CMP001,2016-05-15,No Action,Control
P42347,L15205,CMP001,2016-05-21,No Action,Control
P42348,L15207,CMP001,2016-05-09,No Action,Control
P42349,L15208,CMP001,2016-05-19,Opened,Treatment
P42350,L15209,CMP001,2016-05-15,Opened,Treatment
P42351,L15211,CMP001,2016-05-26,Opened,Treatment
P42352,L15212,CMP001,2016-05-22,No Action,Treatment
P42353,L15213,CMP001,2016-05-20,No Action,Control
P42354,L15218,CMP001,2016-05-29,Opened,Treatment
P42355,L15223,CMP001,2016-05-27,Clicked,Treatment
P42356,L15224,CMP001,2016-05-16,Unsubscribed,Treatment
P42357,L15227,CMP001,2016-06-01,No Action,Control
P42358,L15229,CMP001,2016-06-04,No Action,Control
P42359,L15231,CMP001,2016-05-31,Replied,Treatment
P42360,L15232,CMP001,2016-05-19,Opened,Treatment
P42361,L15234,CMP001,2016-05-25,Opened,Control
P42362,L15237,CMP001,2016-05-23,Opened,Control
P42363,L15239,CMP001,2016-05-23,No Action,Control
P42364,L15242,CMP001,2016-05-31,No Action,Control
P42365,L15246,CMP001,2016-05-30,No Action,Control
P42366,L15250,CMP001,2016-05-24,Unsubscribed,Control
P42367,L15256,CMP001,2016-05-26,No Action,Control
P42368,L15257,CMP001,2016-06-10,Clicked,Treatment
P42369,L15264,CMP001,2016-06-08,Opened,Treatment
P42370,L15265,CMP001,2016-06-09,No Action,Control
P42371,L15266,CMP001,2016-06-08,Replied,Treatment
P42372,L15268,CMP001,2016-06-04,No Action,Control
P42373,L15269,CMP001,2016-06-05,Replied,Treatment
P42374,L15270,CMP001,2016-05-27,Opened,Treatment
P42375,L15271,CMP001,2016-06-14,Opened,Control
P42376,L15272,CMP001,2016-05-25,Opened,Control
P42377,L15273,CMP001,2016-06-06,Opened,Treatment
P42378,L15275,CMP001,2016-05-22,No Action,Control
P42379,L15278,CMP001,2016-06-12,Opened,Treatment
P42380,L15280,CMP001,2016-06-05,No Action,Control
P42381,L15281,CMP001,2016-06-11,No Action,Treatment
P42382,L15282,CMP001,2016-05-29,Clicked,Treatment
P42383,L15283,CMP001,2016-06-13,No Action,Control
P42384,L15284,CMP001,2016-06-09,Clicked,Treatment
P42385,L15287,CMP001,2016-06-13,No Action,Control
P42386,L15288,CMP001,2016-06-04,Opened,Treatment
P42387,L15291,CMP001,2016-05-25,Clicked,Treatment
P42388,L15295,CMP001,2016-06-01,Clicked,Control
P42389,L15298,CMP001,2016-06-10,No Action,Control
P42390,L15299,CMP001,2016-06-14,Clicked,Treatment
P42391,L15301,CMP001,2016-05-28,Opened,Treatment
P42392,L15302,CMP001,2016-06-03,Opened,Control
P42393,L15305,CMP001,2016-06-14,Replied,Control
P42394,L15307,CMP001,2016-06-12,Opened,Control
P42395,L15308,CMP001,2016-06-02,Opened,Control
P42396,L15310,CMP001,2016-06-19,No Action,Treatment
P42397,L15311,CMP001,2016-06-23,Opened,Control
P42398,L15313,CMP001,2016-06-07,Replied,Treatment
P42399,L15314,CMP001,2016-06-01,Opened,Treatment
P42400,L15316,CMP001,2016-06-15,Replied,Control
P42401,L15318,CMP001,2016-06-12,No Action,Control
P42402,L15319,CMP001,2016-06-20,Replied,Treatment
P42403,L15321,CMP001,2016-06-25,No Action,Control
P42404,L15324,CMP001,2016-06-07,No Action,Control
P42405,L15326,CMP001,2016-06-05,Unsubscribed,Treatment
P42406,L15329,CMP001,2016-06-02,Replied,Treatment
P42407,L15330,CMP001,2016-06-06,No Action,Control
P42408,L15336,CMP001,2016-06-21,Replied,Treatment
P42409,L15337,CMP001,2016-06-10,Clicked,Treatment
P42410,L15342,CMP001,2016-06-12,No Action,Control
P42411,L15343,CMP001,2016-06-22,Opened,Treatment
P42412,L15345,CMP001,2016-06-15,Opened,Treatment
P42413,L15346,CMP001,2016-06-16,Clicked,Control
P42414,L15352,CMP001,2016-06-06,Opened,Treatment
P42415,L15353,CMP001,2016-06-13,Opened,Treatment
P42416,L15354,CMP001,2016-06-22,Replied,Control
P42417,L15355,CMP001,2016-06-17,Clicked,Treatment
P42418,L15359,CMP001,2016-06-29,Replied,Treatment
P42419,L15360,CMP001,2016-06-10,No Action,Treatment
P42420,L15361,CMP001,2016-06-24,No Action,Control
P42421,L15364,CMP001,2016-07-01,Opened,Treatment
P42422,L15365,CMP001,2016-06-26,No Action,Control
P42423,L15366,CMP001,2016-06-24,No Action,Control
P42424,L15367,CMP001,2016-06-10,Replied,Treatment
P42425,L15369,CMP001,2016-06-28,Opened,Control
P42426,L15371,CMP001,2016-06-30,No Action,Treatment
P42427,L15374,CMP001,2016-06-30,No Action,Control
P42428,L15377,CMP001,2016-06-12,Clicked,Control
P42429,L15379,CMP001,2016-06-28,No Action,Control
P42430,L15381,CMP001,2016-07-07,No Action,Control
P42431,L15382,CMP001,2016-07-05,No Action,Treatment
P42432,L15383,CMP001,2016-07-01,Clicked,Treatment
P42433,L15384,CMP001,2016-07-02,Opened,Control
P42434,L15385,CMP001,2016-06-22,Opened,Treatment
P42435,L15386,CMP001,2016-06-28,Replied,Treatment
P42436,L15387,CMP001,2016-07-02,Opened,Treatment
P42437,L15391,CMP001,2016-06-27,Clicked,Treatment
P42438,L15393,CMP001,2016-06-23,Opened,Treatment
P42439,L15396,CMP001,2016-07-01,Clicked,Treatment
P42440,L15399,CMP001,2016-07-06,Opened,Control
P42441,L15401,CMP001,2016-07-02,Replied,Treatment
P42442,L15404,CMP001,2016-06-18,No Action,Control
P42443,L15407,CMP001,2016-07-10,No Action,Control
P42444,L15408,CMP001,2016-06-19,Opened,Treatment
P42445,L15409,CMP001,2016-07-03,No Action,Control
P42446,L15415,CMP001,2016-06-21,Opened,Treatment
P42447,L15416,CMP001,2016-06-24,Replied,Control
P42448,L15418,CMP001,2016-07-13,Opened,Treatment
P42449,L15420,CMP001,2016-07-11,Opened,Treatment
P42450,L15426,CMP001,2016-07-01,Opened,Control
