activity_id,lead_id,activity_date,activity_type,channel,outcome
T71198,L18272,2018-03-13,Demo,LinkedIn,Neutral
T71199,L18272,2017-12-14,Email,Email,Positive
T71200,L18272,2018-02-15,Email,Phone,Negative
T71201,L18273,2018-02-07,Demo,LinkedIn,Neutral
T71202,L18273,2018-01-28,Meeting,LinkedIn,Neutral
T71203,L18273,2018-01-03,Email,LinkedIn,Neutral
T71204,L18273,2018-02-07,Meeting,Phone,Neutral
T71205,L18274,2017-12-22,Meeting,In-person,Negative
T71206,L18274,2018-01-27,Demo,LinkedIn,Positive
T71207,L18274,2018-03-06,Meeting,Phone,Neutral
T71208,L18274,2017-11-24,Meeting,LinkedIn,No Response
T71209,L18274,2018-02-27,Demo,In-person,Positive
T71210,L18274,2018-02-21,Website Visit,In-person,Negative
T71211,L18275,2018-01-04,Demo,In-person,Neutral
T71212,L18275,2017-12-19,Demo,In-person,Negative
T71213,L18275,2017-12-05,Meeting,Phone,No Response
T71214,L18275,2018-03-15,Call,In-person,Positive
T71215,L18275,2018-02-20,Email,Email,Neutral
T71216,L18275,2017-12-20,Call,Phone,Neutral
T71217,L18275,2018-02-14,Website Visit,Phone,Neutral
T71218,L18275,2017-12-10,Call,Phone,Negative
T71219,L18276,2018-01-20,Call,In-person,Positive
T71220,L18276,2018-01-05,Demo,Phone,Neutral
T71221,L18276,2018-01-10,Demo,Phone,No Response
T71222,L18276,2018-01-14,Website Visit,Phone,Positive
T71223,L18277,2018-01-27,Meeting,Phone,Positive
T71224,L18277,2017-12-15,Demo,Email,Negative
T71225,L18277,2018-02-03,Call,Phone,Positive
T71226,L18277,2018-01-23,Call,Phone,Positive
T71227,L18277,2018-02-28,Meeting,LinkedIn,Positive
T71228,L18277,2017-12-06,Demo,Phone,No Response
T71229,L18278,2018-01-21,Demo,Phone,Neutral
T71230,L18278,2018-03-03,Call,Email,Neutral
T71231,L18278,2018-01-03,Call,Email,Negative
T71232,L18278,2018-03-07,Website Visit,In-person,Neutral
T71233,L18278,2017-12-14,Demo,LinkedIn,Neutral
T71234,L99999,2018-02-15,Demo,In-person,Negative
T71235,L18278,2018-03-23,Website Visit,In-person,Negative
T71236,L18279,2018-03-20,Call,Email,No Response
T71237,L18279,2018-01-12,Demo,Phone,Negative
T71238,L18279,2018-01-25,Email,Email,Neutral
T71239,L18279,2018-02-20,Email,In-person,Neutral
T71240,L18279,2018-02-06,Website Visit,In-person,No Response
T71241,L18280,2018-02-25,Meeting,Phone,Positive
T71242,L18280,2017-12-31,Meeting,Phone,Positive
T71243,L18280,2018-01-21,Website Visit,LinkedIn,Neutral
T71244,L18280,2017-12-28,Demo,Phone,No Response
T71245,L18281,2018-01-07,Website Visit,Phone,Positive
T71246,L18281,2018-03-07,Website Visit,Phone,Neutral
T71247,L18281,2017-12-01,Website Visit,LinkedIn,Neutral
T71248,L18281,2018-03-17,Call,Email,Negative
T71249,L18281,2018-03-16,Email,LinkedIn,Positive
T71250,L18281,2018-02-02,Call,In-person,No Response
T71251,L18281,2018-03-20,Website Visit,Phone,Neutral
T71252,L18281,2017-12-12,Email,Email,Neutral
T71253,L18282,2018-01-21,Email,In-person,Positive
T71254,L18282,2018-03-16,Meeting,In-person,Neutral
T71255,L18282,2018-02-11,Demo,Email,Positive
T71256,L18282,2017-11-26,Demo,LinkedIn,No Response
T71257,L18282,2017-12-08,Meeting,In-person,Neutral
T71258,L18282,2017-12-05,Call,In-person,No Response
T71259,L18282,2018-01-19,Call,LinkedIn,Positive
T71260,L18282,2017-12-14,Meeting,Phone,Neutral
T71261,L18283,2017-12-14,Meeting,Phone,Neutral
T71262,L18283,2018-03-20,Demo,Email,No Response
T71263,L18283,2018-01-11,Demo,Phone,Neutral
T71264,L18283,2018-02-05,Call,Phone,Positive
T71265,L18284,2018-03-02,Website Visit,Phone,Positive
T71266,L18284,2018-01-07,Demo,In-person,Positive
T71267,L18284,2017-12-09,Email,Email,Neutral
T71268,L18284,2018-02-03,Meeting,In-person,Positive
T71269,L18284,2018-01-31,Website Visit,Phone,Positive
T71270,L18285,2018-03-13,Demo,LinkedIn,Neutral
T71271,L18285,2017-12-24,Call,Email,Negative
T71272,L18285,2017-12-03,Email,Phone,Negative
T71273,L18285,2018-03-14,Website Visit,In-person,Positive
T71274,L18286,2017-12-01,Demo,Email,Neutral
T71275,L18286,2018-02-10,Call,Phone,Neutral
T71276,L18286,2017-12-09,Meeting,In-person,Neutral
T71277,L18286,2018-03-20,Website Visit,LinkedIn,Neutral
T71278,L18286,2018-03-17,Website Visit,Email,No Response
T71279,L18286,2018-02-23,Email,In-person,Neutral
T71280,L18286,2017-12-23,Meeting,Phone,Neutral
T71281,L18286,2018-01-15,Demo,In-person,Positive
T71282,L18286,2018-01-05,Demo,Phone,Negative
T71283,L18286,2018-01-21,Website Visit,Phone,No Response
T71284,L18287,2017-12-29,Demo,Email,Positive
T71285,L18287,2018-03-14,Call,Phone,Neutral
T71286,L18287,2018-02-09,Call,In-person,Negative
T71287,L18287,2018-03-11,Email,Phone,Neutral
T71288,L18287,2017-12-28,Call,Email,Neutral
T71289,L18287,2018-01-30,Website Visit,LinkedIn,Positive
T71290,L18288,2018-01-12,Website Visit,In-person,Positive
T71291,L18288,2018-03-08,Meeting,Email,Negative
T71292,L18288,2018-03-04,Email,In-person,Neutral
T71293,L18289,2018-03-11,Email,Phone,Neutral
T71294,L18289,2018-03-11,Meeting,LinkedIn,Neutral
T71295,L18289,2018-02-21,Website Visit,Email,Neutral
T71296,L18289,2018-02-09,Demo,Phone,Positive
T71297,L18289,2017-11-26,Call,Email,Positive
T71298,L18290,2018-02-12,Call,In-person,No Response
T71299,L18290,2017-12-16,Email,In-person,No Response
T71300,L18290,2017-12-06,Email,Phone,No Response
T71301,L18291,2017-11-29,Website Visit,In-person,Neutral
T71302,L18291,2017-12-29,Meeting,LinkedIn,Negative
T71303,L18291,2017-12-29,Call,In-person,No Response
T71304,L18291,2018-03-18,Demo,Email,No Response
T71305,L18292,2018-01-12,Meeting,LinkedIn,Negative
T71306,L18292,2017-12-06,Demo,Phone,Negative
T71307,L18292,2018-01-17,Demo,In-person,Positive
T71308,L18292,2017-12-18,Website Visit,Email,Positive
T71309,L18292,2017-12-01,Meeting,Email,Negative
T71310,L18293,2018-01-02,Website Visit,LinkedIn,No Response
T71311,L18293,2018-03-02,Email,In-person,No Response
T71312,L18293,2018-03-09,Call,Email,No Response
T71313,L18294,2018-02-27,Email,Phone,Positive
T71314,L18294,2018-02-21,Website Visit,Email,No Response
T71315,L18294,2018-03-14,Meeting,Email,Positive
T71316,L18295,2017-12-07,Demo,Phone,Neutral
T71317,L18295,2018-03-04,Call,Phone,Positive
T71318,L18295,2018-01-13,Website Visit,Email,Positive
T71319,L18296,2018-03-20,Call,LinkedIn,Neutral
T71320,L18296,2018-01-14,Website Visit,LinkedIn,Positive
T71321,L18296,2018-01-06,Meeting,In-person,Negative
T71322,L18296,2018-02-14,Website Visit,Email,Positive
T71323,L18296,2017-12-15,Meeting,In-person,Negative
T71324,L18296,2017-11-28,Email,Email,No Response
T71325,L18297,2018-01-03,Email,Email,Neutral
T71326,L18297,2018-02-01,Call,Email,Positive
T71327,L18297,2018-03-05,Email,Phone,Neutral
T71328,L18298,2018-01-21,Meeting,LinkedIn,Neutral
T71329,L18298,2018-02-23,Website Visit,LinkedIn,Negative
T71330,L18298,2018-03-19,Website Visit,In-person,Positive
T71331,L18298,2017-12-25,Email,Phone,Negative
T71332,L18298,2017-12-13,Call,LinkedIn,Negative
T71333,L18299,2018-02-20,Email,Email,Positive
T71334,L18299,2018-01-16,Call,In-person,Neutral
T71335,L18299,2017-12-30,Email,Phone,Positive
T71336,L18299,2018-03-19,Email,Email,Neutral
T71337,L18299,2017-12-15,Email,LinkedIn,Neutral
T71338,L18300,2017-12-14,Website Visit,Email,Negative
T71339,L18300,2018-02-16,Email,In-person,No Response
T71340,L18300,2018-01-05,Call,In-person,Neutral
T71341,L18300,2018-01-15,Call,LinkedIn,No Response
T71342,L18300,2018-03-22,Meeting,In-person,Neutral
T71343,L18300,2017-12-30,Demo,Email,No Response
T71344,L18300,2017-12-21,Call,In-person,No Response
T71345,L18300,2018-01-22,Email,Email,No Response
T71346,L18301,2018-01-24,Meeting,Phone,No Response
T71347,L18301,2017-12-10,Website Visit,Phone,Neutral
T71348,L18301,2018-02-04,Call,LinkedIn,Positive
T71349,L18301,2018-02-12,Email,Phone,Neutral
T71350,L18302,2018-02-25,Demo,Phone,Positive
T71351,L18302,2018-02-21,Call,LinkedIn,Positive
T71352,L18302,2018-02-26,Meeting,In-person,No Response
T71353,L18302,2018-03-24,Demo,Phone,Neutral
T71354,L18302,2017-12-11,Meeting,In-person,Positive
T71355,L18302,2017-12-01,Call,In-person,Positive
T71356,L18303,2018-02-13,Call,Phone,Neutral
T71357,L18303,2017-12-18,Website Visit,Email,Neutral
T71358,L18303,2017-12-23,Call,Email,Positive
T71359,L18303,2018-02-18,Website Visit,In-person,Negative
T71360,L18303,2017-11-29,Email,Phone,Negative
T71361,L18304,2018-03-07,Meeting,LinkedIn,Positive
T71362,L18304,2018-02-27,Website Visit,In-person,Negative
T71363,L18304,2018-01-02,Meeting,Phone,Neutral
T71364,L18304,2017-12-24,Email,LinkedIn,Neutral
T71365,L18304,2018-02-24,Website Visit,In-person,Negative
T71366,L18305,2018-01-23,Meeting,In-person,Neutral
T71367,L18305,2017-12-18,Email,LinkedIn,Positive
T71368,L18306,2018-02-24,Demo,Phone,Positive
T71369,L18306,2018-02-15,Demo,In-person,No Response
T71370,L18306,2018-03-29,Email,Email,Neutral
T71371,L18306,2018-02-01,Call,LinkedIn,Neutral
T71372,L18306,2018-01-19,Website Visit,Phone,Neutral
T71373,L18307,2018-03-22,Demo,Phone,No Response
T71374,L18307,2017-12-23,Meeting,In-person,Neutral
T71375,L18307,2018-03-28,Email,In-person,No Response
T71376,L18307,2017-12-26,Meeting,Phone,Neutral
T71377,L18308,2018-03-07,Website Visit,In-person,Neutral
T71378,L18308,2017-12-02,Meeting,Email,Negative
T71379,L18308,2017-12-12,Meeting,LinkedIn,Neutral
T71380,L18309,2018-03-09,Website Visit,In-person,Positive
T71381,L18309,2017-12-01,Email,Email,Neutral
T71382,L18309,2018-01-06,Call,Email,Neutral
T71383,L18309,2018-03-16,Call,LinkedIn,Positive
T71384,L18310,2018-02-15,Meeting,In-person,No Response
T71385,L18310,2018-02-02,Email,Phone,Neutral
T71386,L18311,2018-03-11,Meeting,Phone,Negative
T71387,L18312,2018-03-23,Email,In-person,No Response
T71388,L18312,2017-12-06,Meeting,Email,No Response
T71389,L18312,2017-12-24,Website Visit,LinkedIn,Positive
T71390,L18312,2018-01-24,Email,In-person,No Response
T71391,L18312,2018-01-03,Meeting,Email,Positive
T71392,L18312,2018-02-24,Demo,Email,Negative
T71393,L18313,2017-12-04,Meeting,Phone,Positive
T71394,L18313,2018-03-12,Email,Email,No Response
T71395,L18313,2018-01-08,Email,In-person,No Response
T71396,L18313,2018-01-30,Website Visit,LinkedIn,No Response
T71397,L18314,2018-03-13,Website Visit,In-person,Negative
T71398,L18314,2017-12-16,Meeting,Email,Negative
T71399,L18315,2018-01-31,Call,In-person,Negative
T71400,L18315,2018-03-02,Call,Email,Neutral
T71401,L18315,2018-01-17,Demo,In-person,Positive
T71402,L18315,2018-02-25,Meeting,Email,Neutral
T71403,L18316,2017-12-18,Email,In-person,Positive
T71404,L18316,2018-01-10,Meeting,LinkedIn,Positive
T71405,L18316,2018-03-07,Meeting,Email,Negative
T71406,L18316,2018-01-03,Website Visit,In-person,Neutral
T71407,L18316,2018-01-16,Meeting,LinkedIn,Positive
T71408,L18316,2018-02-22,Email,LinkedIn,Neutral
T71409,L18316,2018-02-24,Demo,Email,Negative
T71410,L18317,2018-03-29,Call,Phone,Neutral
T71411,L18317,2017-12-01,Demo,Phone,Negative
T71412,L18317,2018-03-21,Demo,Phone,Neutral
T71413,L18317,2017-12-11,Demo,Email,Negative
T71414,L18318,2018-03-13,Call,LinkedIn,Neutral
T71415,L18318,2018-01-13,Email,In-person,Positive
T71416,L18318,2018-01-06,Meeting,Email,Positive
T71417,L18318,2018-01-20,Demo,LinkedIn,No Response
T71418,L18318,2018-01-12,Demo,LinkedIn,Positive
T71419,L18319,2018-02-10,Demo,Email,Neutral
T71420,L18319,2018-02-21,Meeting,Phone,Neutral
T71421,L18319,2018-01-11,Demo,In-person,Neutral
T71422,L18319,2017-12-08,Meeting,Phone,Positive
T71423,L18319,2018-01-13,Call,LinkedIn,Negative
T71424,L18320,2018-01-12,Call,In-person,Positive
T71425,L18320,2017-12-11,Meeting,In-person,Neutral
T71426,L18320,2018-01-21,Demo,In-person,Neutral
T71427,L18320,2017-12-18,Demo,Phone,Neutral
T71428,L18320,2018-03-28,Website Visit,Phone,No Response
T71429,L18320,2017-12-14,Demo,Phone,Neutral
T71430,L18321,2017-12-14,Demo,Email,Positive
T71431,L18321,2017-12-19,Demo,LinkedIn,Neutral
T71432,L18321,2018-02-13,Demo,LinkedIn,No Response
T71433,L18321,2018-03-05,Demo,In-person,Neutral
T71434,L18321,2017-12-02,Demo,Email,Positive
T71435,L18322,2017-12-26,Demo,LinkedIn,Positive
T71436,L18322,2017-12-17,Call,In-person,Positive
T71437,L18322,2018-01-27,Demo,Email,Negative
T71438,L18322,2018-02-04,Website Visit,LinkedIn,No Response
T71439,L18322,2018-03-25,Call,Email,No Response
T71440,L18322,2017-12-21,Website Visit,Phone,Positive
T71441,L18322,2018-03-22,Meeting,Phone,Neutral
T71442,L18322,2018-02-18,Call,Email,Negative
T71443,L18323,2017-12-22,Call,Email,No Response
T71444,L18323,2018-01-19,Meeting,In-person,Positive
T71445,L18323,2018-03-03,Email,In-person,Positive
T71446,L18324,2017-12-12,Demo,Email,Positive
T71447,L18324,2018-02-23,Email,LinkedIn,Positive
T71448,L18324,2018-01-29,Meeting,LinkedIn,Negative
T71449,L18324,2018-02-14,Meeting,LinkedIn,Negative
T71450,L18324,2018-02-11,Meeting,Phone,Positive
T71451,L18324,2018-03-08,Call,Phone,Neutral
T71452,L18324,2017-12-04,Meeting,Email,Positive
T71453,L18325,2018-03-03,Demo,Email,Positive
T71454,L18325,2017-12-26,Call,In-person,No Response
T71455,L18325,2018-01-25,Website Visit,LinkedIn,No Response
T71456,L18325,2018-03-01,Website Visit,Email,Neutral
T71457,L18325,2017-12-15,Demo,Phone,Neutral
T71458,L18325,2018-02-03,Meeting,In-person,Neutral
T71459,L18326,2017-12-07,Call,In-person,Negative
T71460,L18326,2017-12-04,Call,In-person,No Response
T71461,L18326,2018-03-29,Meeting,Phone,No Response
T71462,L18326,2018-01-02,Website Visit,Phone,Neutral
T71463,L18327,2018-01-27,Website Visit,Email,Neutral
T71464,L18327,2017-12-16,Meeting,LinkedIn,Positive
T71465,L18327,2018-03-01,Email,LinkedIn,Positive
T71466,L18327,2018-03-24,Website Visit,Email,Neutral
T71467,L18327,2018-02-04,Call,Phone,No Response
T71468,L18327,2017-12-03,Email,Email,Neutral
T71469,L18328,2018-01-27,Email,Email,Neutral
T71470,L18328,2017-12-10,Website Visit,In-person,Positive
T71471,L18328,2018-02-27,Demo,Email,Negative
T71472,L18328,2018-02-17,Call,In-person,Neutral
T71473,L18328,2018-01-24,Website Visit,Phone,Neutral
T71474,L18328,2018-01-16,Call,Phone,No Response
T71475,L18328,2017-12-10,Call,Email,No Response
T71476,L18329,2017-12-15,Demo,LinkedIn,No Response
T71477,L18329,2018-01-13,Meeting,Phone,Neutral
T71478,L18329,2018-03-15,Email,In-person,Neutral
T71479,L18330,2018-02-21,Meeting,In-person,Negative
T71480,L18330,2018-02-04,Website Visit,Phone,Neutral
T71481,L18330,2018-01-20,Email,Phone,Neutral
T71482,L18330,2018-02-11,Meeting,Phone,Positive
T71483,L18331,2018-02-11,Demo,Phone,Neutral
T71484,L18331,2018-03-31,Meeting,LinkedIn,Neutral
T71485,L18331,2018-01-27,Meeting,Phone,No Response
T71486,L18331,2017-12-22,Email,LinkedIn,Negative
T71487,L18331,2018-02-12,Demo,In-person,Positive
T71488,L18332,2017-12-07,Email,Phone,Positive
T71489,L18332,2018-01-23,Demo,In-person,Negative
T71490,L18332,2018-01-06,Demo,Phone,No Response
T71491,L18332,2018-02-05,Demo,LinkedIn,Positive
T71492,L18332,2018-03-09,Demo,LinkedIn,Neutral
T71493,L18333,2017-12-23,Call,Email,Positive
T71494,L18333,2018-02-28,Demo,LinkedIn,Neutral
T71495,L18333,2018-03-02,Website Visit,Email,Positive
T71496,L18333,2018-01-19,Meeting,Phone,Positive
T71497,L18333,2017-12-31,Email,Email,Positive
T71498,L18333,2017-12-29,Email,In-person,Neutral
T71499,L18334,2017-12-07,Meeting,LinkedIn,Negative
T71500,L18334,2018-03-13,Call,LinkedIn,Negative
T71501,L18334,2017-12-05,Website Visit,In-person,Positive
T71502,L18334,2017-12-30,Demo,LinkedIn,Neutral
T71503,L18335,2018-03-08,Call,In-person,No Response
T71504,L18335,2018-01-10,Call,LinkedIn,Positive
T71505,L18335,2018-03-11,Meeting,Email,Positive
T71506,L18336,2017-12-15,Meeting,In-person,Neutral
T71507,L18336,2017-12-31,Website Visit,Email,Positive
T71508,L18336,2018-03-07,Call,In-person,Negative
T71509,L18337,2018-03-29,Demo,In-person,Positive
T71510,L18337,2018-01-01,Email,Phone,Positive
T71511,L18337,2017-12-21,Meeting,LinkedIn,Negative
T71512,L18337,2018-03-07,Website Visit,In-person,Neutral
T71513,L18337,2017-12-11,Call,Email,Neutral
T71514,L18338,2017-12-13,Email,Phone,Positive
T71515,L18338,2018-02-22,Email,Email,No Response
T71516,L18338,2018-01-11,Website Visit,In-person,No Response
T71517,L18338,2018-01-06,Demo,In-person,No Response
T71518,L18338,2018-03-06,Email,LinkedIn,Positive
T71519,L18338,2017-12-18,Website Visit,Email,No Response
T71520,L18338,2018-03-22,Demo,In-person,Negative
T71521,L18338,2018-02-09,Demo,Phone,Positive
T71522,L18339,2018-02-21,Demo,Phone,Positive
T71523,L18339,2017-12-26,Meeting,In-person,Neutral
T71524,L18339,2017-12-16,Demo,Email,Positive
T71525,L18339,2017-12-26,Demo,LinkedIn,No Response
T71526,L18339,2018-02-27,Email,Email,Positive
T71527,L18339,2018-02-05,Demo,Email,Positive
T71528,L18340,2017-12-17,Website Visit,In-person,Neutral
T71529,L18340,2018-02-19,Call,Phone,Positive
T71530,L18341,2018-03-03,Call,Phone,Positive
T71531,L18341,2018-02-14,Meeting,In-person,Positive
T71532,L18341,2018-01-21,Call,Email,No Response
T71533,L18341,2017-12-09,Website Visit,Phone,Negative
T71534,L18341,2017-12-08,Demo,LinkedIn,No Response
T71535,L18341,2018-01-02,Call,In-person,Negative
T71536,L18342,2017-12-13,Meeting,LinkedIn,Negative
T71537,L18342,2018-03-25,Call,LinkedIn,Negative
T71538,L18342,2018-02-28,Meeting,In-person,Neutral
T71539,L18342,2018-01-08,Meeting,Phone,Neutral
T71540,L18342,2018-01-12,Meeting,In-person,No Response
T71541,L18342,2018-03-02,Demo,Email,Positive
T71542,L18342,2018-03-28,Email,LinkedIn,Neutral
T71543,L18343,2017-12-27,Website Visit,In-person,Positive
T71544,L18343,2018-03-19,Meeting,In-person,Negative
T71545,L99999,2018-03-06,Call,Phone,Neutral
T71546,L18343,2018-02-12,Demo,LinkedIn,Negative
T71547,L18344,2018-03-21,Call,In-person,Positive
T71548,L18344,2017-12-20,Website Visit,Email,No Response
T71549,L18344,2018-01-27,Email,In-person,Positive
T71550,L18344,2018-03-30,Website Visit,Phone,Positive
T71551,L18345,2017-12-07,Meeting,Email,Neutral
T71552,L18345,2018-01-04,Meeting,Phone,Positive
T71553,L18346,2017-12-30,Meeting,LinkedIn,Positive
T71554,L18346,2017-12-10,Website Visit,In-person,Negative
T71555,L18346,2018-01-01,Demo,LinkedIn,Neutral
T71556,L18346,2018-02-19,Email,LinkedIn,Positive
T71557,L18347,2017-12-10,Demo,In-person,Negative
T71558,L18347,2018-03-22,Demo,Phone,Negative
T71559,L18347,2018-03-04,Demo,In-person,Neutral
T71560,L18347,2018-03-24,Website Visit,LinkedIn,Positive
T71561,L18348,2018-03-08,Meeting,Phone,No Response
T71562,L18348,2018-04-04,Email,Email,Positive
T71563,L18348,2018-03-21,Website Visit,Email,No Response
T71564,L18348,2018-03-07,Email,LinkedIn,Neutral
T71565,L18348,2018-02-19,Call,Phone,Positive
T71566,L18348,2018-02-19,Email,In-person,No Response
T71567,L18348,2018-01-14,Demo,Phone,Negative
T71568,L18348,2017-12-09,Website Visit,Email,Positive
T71569,L18349,2018-02-27,Demo,Phone,Neutral
T71570,L18349,2017-12-07,Meeting,In-person,Positive
T71571,L18349,2018-04-05,Website Visit,LinkedIn,Neutral
T71572,L18349,2018-01-08,Demo,LinkedIn,Negative
T71573,L18349,2017-12-23,Email,LinkedIn,Negative
T71574,L18349,2018-02-17,Email,Phone,Neutral
T71575,L18349,2018-01-11,Meeting,Phone,Positive
T71576,L18349,2018-03-11,Website Visit,Email,Positive
T71577,L18349,2018-01-17,Meeting,LinkedIn,Neutral
T71578,L18349,2018-04-01,Meeting,Email,Negative
T71579,L18350,2017-12-21,Meeting,Email,Positive
T71580,L18350,2017-12-12,Meeting,LinkedIn,Negative
T71581,L18350,2018-01-25,Call,Email,Positive
T71582,L18350,2018-01-04,Website Visit,LinkedIn,Neutral
T71583,L18350,2018-03-10,Meeting,Phone,Positive
T71584,L18350,2017-12-31,Website Visit,In-person,Positive
T71585,L18351,2018-03-21,Call,Email,Negative
T71586,L18351,2018-02-17,Website Visit,Phone,Positive
T71587,L18351,2018-02-17,Demo,In-person,Positive
T71588,L18351,2018-01-26,Email,Email,Positive
T71589,L18352,2017-12-19,Meeting,Phone,Negative
T71590,L18352,2017-12-10,Demo,In-person,No Response
T71591,L18352,2017-12-08,Demo,In-person,Neutral
T71592,L18352,2018-04-05,Website Visit,Email,No Response
T71593,L18352,2017-12-13,Demo,In-person,Negative
T71594,L18352,2018-01-05,Call,Phone,Positive
T71595,L18353,2018-02-12,Meeting,Email,Neutral
T71596,L18353,2017-12-29,Email,Email,Negative
T71597,L18353,2018-03-21,Email,Email,Neutral
T71598,L18353,2018-01-27,Website Visit,In-person,Neutral
T71599,L18354,2017-12-09,Email,Email,Neutral
T71600,L18355,2018-02-08,Website Visit,Phone,Negative
T71601,L18355,2018-03-14,Demo,Email,Positive
T71602,L18355,2018-01-12,Website Visit,In-person,Negative
T71603,L18356,2018-01-17,Email,Email,Negative
T71604,L18356,2018-01-21,Demo,Email,Neutral
T71605,L18356,2018-01-01,Demo,Email,Positive
T71606,L18356,2018-03-19,Email,Email,Negative
T71607,L18356,2018-02-17,Demo,LinkedIn,No Response
T71608,L18356,2018-01-17,Demo,Phone,Negative
T71609,L18357,2018-01-13,Website Visit,Email,Positive
T71610,L18357,2018-02-13,Meeting,Phone,Positive
T71611,L18357,2017-12-17,Demo,Email,No Response
T71612,L18358,2018-02-19,Demo,Phone,No Response
T71613,L18358,2018-03-15,Email,LinkedIn,No Response
T71614,L18358,2018-03-26,Call,Email,Neutral
T71615,L18358,2018-03-03,Demo,In-person,Positive
T71616,L18358,2017-12-30,Meeting,LinkedIn,No Response
T71617,L18359,2018-02-07,Call,Phone,Positive
T71618,L18359,2018-03-16,Meeting,Phone,Positive
T71619,L18359,2017-12-18,Call,LinkedIn,Positive
T71620,L18359,2017-12-18,Demo,Email,Negative
T71621,L18359,2017-12-27,Demo,LinkedIn,Neutral
T71622,L18359,2018-01-26,Meeting,LinkedIn,No Response
T71623,L18360,2017-12-12,Demo,Phone,Negative
T71624,L18360,2018-01-05,Meeting,In-person,Neutral
T71625,L18360,2018-02-13,Meeting,LinkedIn,Neutral
T71626,L18360,2018-02-26,Demo,Phone,Negative
T71627,L18360,2018-02-21,Website Visit,LinkedIn,Negative
T71628,L18360,2018-04-04,Call,LinkedIn,Neutral
T71629,L18361,2018-01-08,Website Visit,Phone,Positive
T71630,L18361,2018-02-12,Call,Phone,Positive
T71631,L18361,2018-02-07,Meeting,Email,Positive
T71632,L18361,2018-02-27,Call,Phone,Neutral
T71633,L18361,2018-03-01,Call,Phone,Neutral
T71634,L18361,2018-04-03,Email,Phone,Positive
T71635,L18361,2018-03-21,Meeting,LinkedIn,Positive
T71636,L18361,2018-04-01,Meeting,Phone,Negative
T71637,L18362,2018-02-27,Website Visit,Phone,No Response
T71638,L18362,2018-02-04,Call,Phone,No Response
T71639,L18362,2017-12-19,Demo,In-person,Neutral
T71640,L18363,2018-03-29,Email,In-person,Neutral
T71641,L18363,2018-03-16,Meeting,In-person,Neutral
T71642,L18363,2018-02-24,Demo,In-person,Positive
T71643,L18363,2017-12-19,Call,LinkedIn,Negative
T71644,L18363,2018-02-14,Call,Phone,Positive
T71645,L18364,2018-01-29,Website Visit,In-person,Positive
T71646,L18364,2017-12-29,Call,Email,Negative
T71647,L18364,2018-01-12,Demo,Phone,Neutral
T71648,L18364,2018-01-05,Demo,Phone,Negative
T71649,L18364,2018-03-25,Call,In-person,No Response
T71650,L18364,2018-01-31,Meeting,Email,No Response
T71651,L18364,2018-02-21,Demo,In-person,Neutral
T71652,L18365,2018-02-10,Meeting,Phone,Neutral
T71653,L18365,2018-03-25,Website Visit,Email,Positive
T71654,L18365,2018-01-18,Demo,Phone,No Response
T71655,L18365,2018-03-14,Meeting,In-person,Negative
T71656,L18365,2018-02-09,Website Visit,In-person,Positive
T71657,L18365,2018-02-06,Website Visit,LinkedIn,Negative
T71658,L18365,2017-12-19,Demo,In-person,Positive
T71659,L18365,2018-02-10,Call,In-person,Positive
T71660,L18365,2017-12-20,Email,LinkedIn,Negative
T71661,L18365,2018-01-27,Email,In-person,No Response
T71662,L18365,2018-01-12,Website Visit,In-person,No Response
T71663,L18366,2018-04-08,Website Visit,LinkedIn,Positive
T71664,L18366,2018-03-26,Demo,LinkedIn,Neutral
T71665,L18367,2018-02-11,Call,Email,Negative
T71666,L18367,2018-01-27,Website Visit,In-person,No Response
T71667,L18367,2018-03-28,Demo,LinkedIn,No Response
T71668,L18368,2018-03-28,Meeting,LinkedIn,No Response
T71669,L18368,2018-02-02,Website Visit,Phone,No Response
T71670,L18368,2018-01-12,Meeting,In-person,Neutral
T71671,L18368,2018-01-11,Email,Email,Neutral
T71672,L18368,2018-01-29,Call,LinkedIn,Positive
T71673,L18368,2018-03-07,Meeting,LinkedIn,Negative
T71674,L18369,2018-03-05,Meeting,In-person,Negative
T71675,L18369,2018-02-18,Call,Phone,No Response
T71676,L18369,2018-03-03,Meeting,In-person,Negative
T71677,L18370,2018-01-26,Email,In-person,No Response
T71678,L18370,2018-02-11,Call,Phone,Neutral
T71679,L18370,2018-02-08,Call,LinkedIn,Positive
T71680,L18371,2018-03-18,Website Visit,Phone,Neutral
T71681,L18371,2017-12-18,Email,LinkedIn,Neutral
T71682,L18371,2017-12-31,Demo,In-person,Neutral
T71683,L18371,2017-12-19,Website Visit,LinkedIn,Neutral
T71684,L18371,2017-12-18,Website Visit,Email,Neutral
T71685,L18371,2018-02-21,Email,LinkedIn,No Response
T71686,L18371,2018-02-06,Demo,Email,Negative
T71687,L18372,2018-01-17,Call,LinkedIn,Neutral
T71688,L18372,2018-03-19,Meeting,Email,Negative
T71689,L18372,2018-03-21,Website Visit,Email,Neutral
T71690,L18372,2018-01-20,Meeting,Phone,Neutral
T71691,L18372,2018-02-13,Call,Email,Positive
T71692,L18373,2018-01-03,Website Visit,LinkedIn,Positive
T71693,L18373,2018-02-25,Email,Email,Positive
T71694,L99999,2018-03-16,Meeting,Phone,Positive
T71695,L18373,2017-12-23,Meeting,Phone,No Response
T71696,L18374,2018-03-22,Website Visit,Email,Positive
